j_0;j_1;j_2;j_3;j_4;j_5;j_6;j_7;j_8;j_9
0.0;1.0;0;0;0;0;0;0;0;0
1.0;0.0;1.0;0;0;0;0;0;0;0
0;1.0;0.0;1.0;0;0;0;0;0;0
0;0;1.0;0.0;1.0;0;0;0;0;0
0;0;0;1.0;0.0;1.0;0;0;0;0
0;0;0;0;1.0;0.0;1.0;0;0;0
0;0;0;0;0;1.0;0.0;1.0;0;0
0;0;0;0;0;0;1.0;0.0;1.0;0
0;0;0;0;0;0;0;1.0;0.0;1.0
0;0;0;0;0;0;0;0;1.0;0.0
